filename,id,width,height,class_name,presence,x_min,y_min,x_max,y_max
2018_0712_073641_101.JPG,0,4032,3024,c_sponge_barrel,1,594,1609,1023,2043
2018_0712_073641_101.JPG,1,4032,3024,c_soft_coral,1,488,276,941,539
2018_0712_073641_101.JPG,2,4032,3024,c_hard_coral_branching,1,1227,1366,1394,1515
2018_0712_073641_101.JPG,3,4032,3024,c_soft_coral,1,1271,1997,1486,2206
2018_0712_073641_101.JPG,4,4032,3024,c_hard_coral_branching,1,2268,520,2507,752
2018_0712_073641_101.JPG,5,4032,3024,c_soft_coral,1,2627,661,2862,917
2018_0712_073641_101.JPG,6,4032,3024,c_soft_coral,1,3590,331,3956,649
2018_0712_073641_101.JPG,7,4032,3024,c_hard_coral_branching,1,2265,27,2603,175
2018_0712_073641_101.JPG,8,4032,3024,c_hard_coral_branching,1,2674,23,2916,144
2018_0712_073641_101.JPG,9,4032,3024,c_soft_coral,1,2950,304,3330,675
2018_0712_073641_101.JPG,10,4032,3024,c_hard_coral_branching,1,1651,523,1768,652
2018_0712_073641_101.JPG,11,4032,3024,c_hard_coral_branching,1,360,1299,569,1465
2018_0712_073641_101.JPG,12,4032,3024,c_soft_coral,1,1158,1003,1269,1096
2018_0712_073641_101.JPG,13,4032,3024,c_soft_coral,1,1273,91,2406,1156
2018_0712_073641_101.JPG,14,4032,3024,c_hard_coral_branching,1,2183,236,2436,491
2018_0712_073641_101.JPG,15,4032,3024,c_soft_coral,1,2455,880,2686,1207
2018_0712_073641_101.JPG,16,4032,3024,c_hard_coral_table,1,1006,1159,1217,1374
2018_0712_073641_101.JPG,17,4032,3024,c_soft_coral,1,324,963,495,1097
2018_0712_073641_101.JPG,18,4032,3024,c_hard_coral_encrusting,1,49,1061,316,1310
2018_0712_073641_101.JPG,19,4032,3024,c_soft_coral,1,167,1116,2234,2830
2018_0712_073410_039.JPG,0,4032,3024,c_soft_coral_gorgonian,1,1116,17,1557,164
2018_0712_073410_039.JPG,1,4032,3024,c_soft_coral,1,932,197,1251,551
2018_0712_073410_039.JPG,2,4032,3024,c_sponge,1,1136,326,1205,407
2018_0712_073410_039.JPG,3,4032,3024,c_soft_coral,1,880,677,1146,955
2018_0712_073410_039.JPG,4,4032,3024,c_hard_coral_mushroom,1,1603,1080,1742,1221
2018_0712_073410_039.JPG,5,4032,3024,c_sponge,1,919,938,1181,1155
2018_0712_073410_039.JPG,6,4032,3024,c_soft_coral,1,1064,956,1474,1321
2018_0712_073410_039.JPG,7,4032,3024,c_soft_coral,1,939,1166,1016,1254
2018_0712_073410_039.JPG,8,4032,3024,c_soft_coral,1,681,1333,1035,1650
2018_0712_073410_039.JPG,9,4032,3024,c_soft_coral,1,1417,1741,1616,1888
2018_0712_073410_039.JPG,10,4032,3024,c_soft_coral,1,1343,1466,1555,1656
2018_0712_073410_039.JPG,11,4032,3024,c_soft_coral,1,598,1644,1349,2226
2018_0712_073410_039.JPG,12,4032,3024,c_soft_coral,1,773,2245,1166,2832
2018_0712_073410_039.JPG,13,4032,3024,c_soft_coral,1,511,2373,619,2448
2018_0712_073410_039.JPG,14,4032,3024,c_sponge,1,651,2591,765,2640
2018_0712_073410_039.JPG,15,4032,3024,c_sponge,1,472,2882,518,2933
2018_0712_073410_039.JPG,16,4032,3024,c_sponge,1,472,2882,518,2933
2018_0712_073410_039.JPG,17,4032,3024,c_soft_coral,1,2399,1173,2736,1390
2018_0712_073410_039.JPG,18,4032,3024,c_soft_coral,1,2691,314,3459,974
2018_0712_073410_039.JPG,19,4032,3024,c_soft_coral,1,2106,827,2782,1172
2018_0712_073410_039.JPG,20,4032,3024,c_soft_coral,1,2073,521,2442,842
2018_0712_073410_039.JPG,21,4032,3024,c_soft_coral,1,1994,739,2067,831
2018_0712_073410_039.JPG,22,4032,3024,c_soft_coral,1,1852,879,1997,1222
2018_0712_073410_039.JPG,23,4032,3024,c_hard_coral_encrusting,1,2216,1473,2329,1673
2018_0712_073410_039.JPG,24,4032,3024,c_sponge,1,1711,1612,1900,1852
2018_0712_073410_039.JPG,25,4032,3024,c_hard_coral_branching,1,307,1874,627,2247
2018_0712_073410_039.JPG,26,4032,3024,c_hard_coral_branching,1,580,1271,727,1408
2018_0712_073410_039.JPG,27,4032,3024,c_hard_coral_boulder,1,1488,549,1675,668
2018_0712_073410_039.JPG,28,4032,3024,c_hard_coral_boulder,1,1598,447,1683,515
2018_0712_073410_039.JPG,29,4032,3024,c_hard_coral_boulder,1,1598,447,1683,515
2018_0712_073410_039.JPG,30,4032,3024,c_sponge,1,3540,1202,3610,1279
2018_0712_073410_039.JPG,31,4032,3024,c_sponge,1,3616,1516,3718,1588
2018_0712_073410_039.JPG,32,4032,3024,c_sponge,1,3891,1634,3987,1742
2018_0712_073410_039.JPG,33,4032,3024,c_sponge,1,3098,1371,3151,1417
2018_0712_073410_039.JPG,34,4032,3024,c_sponge,1,2878,1952,2945,2005
2018_0712_073410_039.JPG,35,4032,3024,c_sponge,1,260,1011,319,1056
2018_0712_073410_039.JPG,36,4032,3024,c_sponge,1,2304,489,2368,547
2018_0712_073410_039.JPG,37,4032,3024,c_sponge,1,2389,476,2467,552
2018_0712_073410_039.JPG,38,4032,3024,c_sponge,1,2464,499,2511,543
2018_0712_073410_039.JPG,39,4032,3024,c_hard_coral_boulder,1,3119,1993,3334,2258
2018_0712_073728_105.JPG,0,4032,3024,c_sponge_barrel,1,3419,831,3813,1198
2018_0712_073728_105.JPG,1,4032,3024,c_soft_coral,1,2382,726,3895,1768
2018_0712_073728_105.JPG,2,4032,3024,c_soft_coral,1,3493,1608,3799,1791
2018_0712_073728_105.JPG,3,4032,3024,c_soft_coral,1,3192,1115,3249,1170
2018_0712_073728_105.JPG,4,4032,3024,c_soft_coral,1,1329,2502,1765,2918
2018_0712_073728_105.JPG,5,4032,3024,c_soft_coral,1,1275,1867,1519,2202
2018_0712_073728_105.JPG,6,4032,3024,c_soft_coral,1,937,1905,1157,2084
2018_0712_073728_105.JPG,7,4032,3024,c_soft_coral,1,1153,1758,1313,1982
2018_0712_073728_105.JPG,8,4032,3024,c_soft_coral,1,1346,1628,1547,1826
2018_0712_073728_105.JPG,9,4032,3024,c_hard_coral_branching,1,1503,1668,1740,1859
2018_0712_073728_105.JPG,10,4032,3024,c_soft_coral,1,1604,2100,1844,2375
2018_0712_073728_105.JPG,11,4032,3024,c_sponge,1,1580,1988,1870,2120
2018_0712_073728_105.JPG,12,4032,3024,c_soft_coral,1,1133,2790,1239,2990
2018_0712_073728_105.JPG,13,4032,3024,c_soft_coral,1,1008,2566,1168,2704
2018_0712_073728_105.JPG,14,4032,3024,c_soft_coral,1,1212,2552,1322,2722
2018_0712_073728_105.JPG,15,4032,3024,c_soft_coral,1,65,1726,626,1950
2018_0712_073728_105.JPG,16,4032,3024,c_soft_coral,1,19,2465,224,2738
2018_0712_073728_105.JPG,17,4032,3024,c_soft_coral,1,395,1302,601,1553
2018_0712_073728_105.JPG,18,4032,3024,c_soft_coral,1,522,2118,711,2287
2018_0712_073728_105.JPG,19,4032,3024,c_soft_coral,1,2355,231,2830,563
2018_0712_073728_105.JPG,20,4032,3024,c_soft_coral,1,3288,611,3398,783
2018_0712_073728_105.JPG,21,4032,3024,c_soft_coral,1,3099,123,3244,260
2018_0712_073728_105.JPG,22,4032,3024,c_soft_coral,1,1985,2141,2637,2728
2018_0712_073728_105.JPG,23,4032,3024,c_soft_coral,1,2086,2588,2611,2925
2018_0712_073728_105.JPG,24,4032,3024,c_soft_coral,1,2142,1805,2343,2033
2018_0712_073728_105.JPG,25,4032,3024,c_soft_coral,1,2644,2350,3336,2945
2018_0712_073728_105.JPG,26,4032,3024,c_sponge,1,2377,802,2504,999
2018_0712_073728_105.JPG,27,4032,3024,c_soft_coral,1,1842,998,1934,1127
2018_0712_073728_105.JPG,28,4032,3024,c_hard_coral_encrusting,1,3558,19,4002,439
2018_0712_073728_105.JPG,29,4032,3024,c_soft_coral,1,2685,36,3537,210
2018_0712_073728_105.JPG,30,4032,3024,c_soft_coral,1,2111,891,2302,1169
2018_0712_073728_105.JPG,31,4032,3024,c_hard_coral_boulder,1,3052,592,3227,724
2018_0712_073728_105.JPG,32,4032,3024,c_soft_coral,1,3637,308,3880,616
2018_0712_073728_105.JPG,33,4032,3024,c_soft_coral_gorgonian,1,1931,1758,2122,2010
2018_0712_073428_045.JPG,0,4032,3024,c_sponge_barrel,1,37,1304,1394,2860
2018_0712_073428_045.JPG,1,4032,3024,c_soft_coral_gorgonian,1,2013,145,2650,950
2018_0712_073428_045.JPG,2,4032,3024,c_soft_coral,1,2900,1274,3193,1591
2018_0712_073428_045.JPG,3,4032,3024,c_soft_coral,1,2923,973,3228,1271
2018_0712_073428_045.JPG,4,4032,3024,c_soft_coral,1,2880,2277,3182,2534
2018_0712_073428_045.JPG,5,4032,3024,c_hard_coral_boulder,1,1553,2598,2147,3002
2018_0712_073428_045.JPG,6,4032,3024,c_sponge,1,2285,2553,2721,3000
2018_0712_073428_045.JPG,7,4032,3024,c_hard_coral_boulder,1,3144,1751,3551,2046
2018_0712_073428_045.JPG,8,4032,3024,c_hard_coral_boulder,1,2565,1128,2972,1638
2018_0712_073428_045.JPG,9,4032,3024,c_soft_coral,1,2056,1526,2257,1669
2018_0712_073428_045.JPG,10,4032,3024,c_soft_coral,1,227,44,1438,937
2018_0712_073428_045.JPG,11,4032,3024,c_sponge,1,1531,378,1900,745
2018_0712_073428_045.JPG,12,4032,3024,c_sponge,1,1777,696,2239,1229
2018_0712_073428_045.JPG,13,4032,3024,c_hard_coral_branching,1,3098,678,4005,1863
2018_0712_073428_045.JPG,14,4032,3024,c_soft_coral,1,1828,57,3163,700
2018_0712_073428_045.JPG,15,4032,3024,c_hard_coral_branching,1,1972,15,2298,96
2018_0712_073428_045.JPG,16,4032,3024,c_soft_coral,1,2551,17,2770,176
2018_0712_073428_045.JPG,17,4032,3024,c_soft_coral,1,2796,14,3418,264
